age,education,race,sex
22-30,Some-college,Black,Male
22-30,Assoc-voc,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,Asian-Pac-Islander,Female
22-30,Bachelors,Black,Female
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Male
22-30,HS-grad,Other,Male
18-21,Masters,Black,Male
22-30,Some-college,White,Female
22-30,Prof-school,Black,Male
22-30,Assoc-voc,White,Male
22-30,11th,White,Male
22-30,Masters,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Doctorate,White,Male
22-30,HS-grad,Black,Male
<18,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
22-30,Some-college,Black,Male
22-30,Some-college,White,Male
18-21,HS-grad,White,Male
22-30,Masters,White,Male
22-30,11th,White,Female
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
22-30,Bachelors,White,Female
22-30,Assoc-voc,White,Female
22-30,Bachelors,White,Female
22-30,Bachelors,Black,Female
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
<18,Prof-school,White,Male
22-30,Bachelors,Black,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,9th,White,Male
22-30,HS-grad,Asian-Pac-Islander,Female
22-30,11th,White,Male
22-30,Bachelors,Black,Male
22-30,Some-college,Black,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Female
22-30,11th,White,Female
18-21,Assoc-acdm,White,Female
22-30,HS-grad,White,Female
22-30,Bachelors,White,Female
22-30,HS-grad,White,Male
22-30,Some-college,White,Female
22-30,11th,Black,Male
22-30,HS-grad,Black,Male
22-30,HS-grad,Black,Male
<18,Bachelors,Black,Female
<18,Bachelors,White,Male
22-30,Bachelors,Black,Female
22-30,HS-grad,White,Female
22-30,HS-grad,White,Female
22-30,Bachelors,White,Male
22-30,Bachelors,Black,Male
22-30,Bachelors,White,Male
22-30,12th,White,Male
22-30,Bachelors,White,Male
22-30,Assoc-voc,White,Male
22-30,Some-college,Black,Female
22-30,Some-college,White,Female
<18,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Male
22-30,11th,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
18-21,Assoc-voc,White,Male
22-30,Some-college,White,Female
22-30,Assoc-acdm,White,Female
22-30,11th,White,Male
22-30,HS-grad,White,Male
18-21,Bachelors,White,Male
22-30,9th,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Female
22-30,Bachelors,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,Black,Male
22-30,HS-grad,Black,Male
22-30,Some-college,Black,Female
22-30,Bachelors,White,Female
22-30,Bachelors,White,Male
22-30,7th-8th,White,Male
22-30,HS-grad,White,Female
18-21,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,9th,Black,Male
22-30,HS-grad,White,Female
18-21,Bachelors,White,Female
18-21,HS-grad,Black,Male
22-30,Assoc-voc,Black,Female
18-21,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Masters,White,Female
18-21,HS-grad,White,Male
22-30,HS-grad,White,Male
<18,Some-college,White,Male
<18,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,Black,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
<18,Bachelors,Black,Male
22-30,10th,White,Male
22-30,HS-grad,Black,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Female
22-30,HS-grad,White,Female
22-30,Assoc-voc,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
22-30,Some-college,White,Female
22-30,Bachelors,White,Female
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,Assoc-voc,White,Female
22-30,9th,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,10th,Black,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,Black,Male
22-30,7th-8th,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,Assoc-voc,White,Male
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,12th,White,Male
22-30,Some-college,White,Female
22-30,12th,Black,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,Bachelors,White,Female
22-30,Assoc-voc,Black,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,Black,Male
22-30,Bachelors,Black,Male
22-30,Bachelors,Black,Female
22-30,Some-college,White,Female
22-30,HS-grad,Black,Male
22-30,12th,White,Male
22-30,Bachelors,Black,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
18-21,Masters,White,Male
22-30,HS-grad,Black,Male
22-30,Assoc-acdm,White,Female
18-21,Assoc-acdm,White,Male
22-30,HS-grad,White,Female
22-30,Bachelors,White,Male
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
18-21,Doctorate,Black,Male
22-30,7th-8th,Black,Male
22-30,Some-college,Black,Female
22-30,HS-grad,White,Male
22-30,Bachelors,Black,Male
22-30,Some-college,Black,Female
22-30,Assoc-acdm,Black,Male
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Male
<18,Masters,White,Male
22-30,Some-college,Black,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
18-21,Bachelors,White,Male
22-30,Some-college,Asian-Pac-Islander,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,11th,Black,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,Assoc-acdm,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,Black,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Male
22-30,Assoc-voc,White,Female
22-30,Bachelors,Black,Male
22-30,Prof-school,Black,Male
22-30,Some-college,Black,Female
22-30,Bachelors,Black,Female
22-30,HS-grad,White,Male
22-30,HS-grad,Black,Male
22-30,Some-college,White,Female
<18,Bachelors,White,Female
22-30,Bachelors,White,Male
22-30,Some-college,Black,Female
22-30,11th,White,Male
22-30,Masters,White,Male
22-30,Preschool,Black,Male
22-30,Bachelors,White,Female
22-30,Prof-school,White,Male
22-30,HS-grad,White,Female
<18,Some-college,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-acdm,Black,Male
22-30,Assoc-acdm,White,Female
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,11th,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,White,Female
22-30,Masters,White,Female
22-30,Masters,White,Male
22-30,9th,Black,Female
22-30,HS-grad,White,Female
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Male
22-30,Some-college,White,Male
22-30,9th,White,Female
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,Assoc-acdm,White,Female
22-30,Prof-school,White,Female
22-30,Assoc-voc,White,Male
22-30,11th,White,Male
22-30,10th,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,White,Male
22-30,Bachelors,Black,Male
22-30,Bachelors,White,Male
18-21,Assoc-acdm,White,Female
18-21,Bachelors,White,Female
22-30,HS-grad,White,Female
22-30,Masters,Black,Male
<18,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
<18,Bachelors,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,Asian-Pac-Islander,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
18-21,Some-college,White,Female
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,10th,White,Male
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Male
22-30,Assoc-acdm,White,Male
22-30,Some-college,White,Female
22-30,Some-college,Black,Female
22-30,HS-grad,Black,Female
22-30,Bachelors,White,Male
22-30,11th,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
18-21,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,Black,Male
22-30,Some-college,Black,Female
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
22-30,Masters,Black,Male
22-30,Doctorate,White,Male
22-30,Bachelors,White,Male
22-30,Assoc-voc,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Prof-school,White,Male
22-30,HS-grad,White,Female
22-30,Assoc-voc,White,Male
22-30,HS-grad,Black,Male
22-30,Assoc-voc,White,Male
22-30,Assoc-voc,White,Female
22-30,Prof-school,Black,Male
22-30,Some-college,White,Male
<18,Bachelors,White,Female
22-30,Bachelors,Black,Female
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Assoc-voc,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,Black,Male
18-21,Some-college,Amer-Indian-Eskimo,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,11th,White,Male
22-30,Some-college,White,Male
22-30,5th-6th,Black,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,10th,White,Male
22-30,HS-grad,White,Female
<18,Bachelors,White,Male
22-30,Doctorate,White,Male
22-30,Some-college,White,Male
22-30,Assoc-voc,White,Male
18-21,Masters,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,White,Female
22-30,Doctorate,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Female
22-30,Assoc-voc,White,Female
22-30,Bachelors,White,Male
22-30,11th,White,Male
22-30,HS-grad,White,Female
22-30,Bachelors,White,Male
22-30,Masters,White,Male
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,Bachelors,Black,Male
<18,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Female
<18,HS-grad,White,Male
22-30,HS-grad,White,Female
18-21,Bachelors,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,Assoc-acdm,White,Female
22-30,Some-college,White,Female
22-30,Masters,White,Male
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,7th-8th,Black,Male
22-30,Bachelors,White,Male
22-30,Assoc-voc,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,Assoc-acdm,Black,Male
<18,Assoc-voc,White,Male
<18,Bachelors,White,Male
22-30,Bachelors,White,Male
<18,Some-college,Asian-Pac-Islander,Male
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Female
22-30,Bachelors,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,Black,Male
<18,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,10th,Black,Male
22-30,7th-8th,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,Amer-Indian-Eskimo,Male
<18,Assoc-voc,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Female
22-30,12th,White,Female
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,9th,Black,Male
18-21,Bachelors,White,Female
<18,Some-college,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Female
18-21,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,White,Male
22-30,Prof-school,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,Asian-Pac-Islander,Male
22-30,5th-6th,Black,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,Black,Female
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,White,Male
22-30,9th,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,Black,Female
22-30,Bachelors,White,Female
22-30,10th,Black,Female
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,Black,Male
22-30,Bachelors,White,Male
22-30,Assoc-acdm,White,Male
22-30,HS-grad,White,Male
22-30,Doctorate,White,Male
22-30,Some-college,Asian-Pac-Islander,Male
22-30,Masters,Black,Male
22-30,HS-grad,White,Male
22-30,HS-grad,Black,Female
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
22-30,11th,White,Male
22-30,Bachelors,White,Male
22-30,Assoc-voc,White,Male
22-30,Assoc-acdm,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
<18,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
<18,Some-college,White,Male
22-30,Bachelors,White,Female
22-30,11th,Black,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,White,Male
22-30,Bachelors,Other,Male
22-30,Bachelors,White,Female
22-30,Some-college,Black,Female
22-30,Some-college,Asian-Pac-Islander,Male
22-30,Doctorate,White,Female
22-30,Assoc-acdm,White,Female
22-30,Masters,Black,Female
<18,Some-college,White,Male
22-30,Some-college,Black,Male
22-30,Bachelors,White,Male
22-30,10th,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Male
22-30,Assoc-voc,White,Female
22-30,11th,White,Female
22-30,HS-grad,White,Female
22-30,Masters,White,Female
22-30,10th,Amer-Indian-Eskimo,Male
22-30,HS-grad,White,Female
22-30,Bachelors,White,Male
22-30,Bachelors,Black,Female
22-30,HS-grad,White,Male
22-30,HS-grad,Black,Female
<18,Bachelors,White,Male
22-30,11th,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Female
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,Black,Female
18-21,Bachelors,White,Male
18-21,Bachelors,Black,Female
22-30,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,9th,White,Male
22-30,Prof-school,Black,Female
22-30,HS-grad,White,Female
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Female
22-30,10th,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Female
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
22-30,7th-8th,White,Male
18-21,Masters,White,Male
18-21,HS-grad,White,Male
22-30,11th,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,Asian-Pac-Islander,Female
22-30,Assoc-acdm,White,Male
22-30,HS-grad,Black,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Female
18-21,Bachelors,White,Female
<18,Some-college,White,Female
<18,Bachelors,White,Male
22-30,Assoc-voc,Black,Male
22-30,HS-grad,Amer-Indian-Eskimo,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,Black,Male
22-30,Assoc-voc,White,Female
22-30,Some-college,White,Female
22-30,Some-college,Black,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,Amer-Indian-Eskimo,Male
22-30,Some-college,Black,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Male
18-21,Bachelors,White,Male
22-30,Assoc-voc,White,Female
22-30,Some-college,White,Female
22-30,Some-college,White,Male
22-30,11th,Black,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,Black,Female
22-30,10th,White,Female
22-30,HS-grad,White,Male
22-30,Some-college,White,Female
22-30,Assoc-acdm,White,Female
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
18-21,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,Bachelors,Black,Male
22-30,HS-grad,White,Male
<18,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
22-30,HS-grad,White,Female
22-30,Prof-school,White,Male
22-30,Assoc-voc,White,Female
22-30,HS-grad,Black,Female
22-30,Bachelors,Asian-Pac-Islander,Female
22-30,Bachelors,Black,Female
22-30,11th,Black,Male
18-21,HS-grad,White,Male
22-30,9th,Black,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,Black,Female
22-30,Some-college,White,Male
22-30,Prof-school,White,Male
22-30,HS-grad,White,Male
<18,Bachelors,White,Male
22-30,Bachelors,White,Male
18-21,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Prof-school,Asian-Pac-Islander,Female
22-30,Masters,Black,Male
22-30,Assoc-voc,White,Female
22-30,HS-grad,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
<18,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,Black,Male
22-30,11th,White,Male
22-30,HS-grad,Amer-Indian-Eskimo,Female
18-21,Bachelors,White,Male
22-30,HS-grad,White,Female
22-30,HS-grad,White,Male
18-21,HS-grad,White,Male
22-30,Assoc-acdm,White,Male
22-30,Masters,White,Male
22-30,Bachelors,White,Male
<18,Some-college,White,Male
22-30,Some-college,White,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-acdm,White,Female
<18,Some-college,Asian-Pac-Islander,Female
22-30,HS-grad,Black,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Female
18-21,Masters,White,Male
22-30,7th-8th,White,Male
22-30,Prof-school,White,Female
22-30,HS-grad,White,Female
22-30,Bachelors,Black,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
<18,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
<18,Some-college,Black,Female
22-30,Assoc-acdm,Black,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-acdm,White,Male
22-30,Assoc-voc,White,Male
22-30,HS-grad,Black,Female
22-30,Bachelors,White,Male
22-30,7th-8th,White,Female
22-30,Some-college,White,Female
22-30,Some-college,White,Female
22-30,Masters,White,Male
22-30,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,Masters,Black,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Female
18-21,Bachelors,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Female
22-30,Assoc-voc,White,Male
22-30,Bachelors,White,Female
22-30,Some-college,White,Male
22-30,Bachelors,White,Female
<18,Some-college,White,Male
22-30,HS-grad,White,Female
22-30,10th,Black,Male
22-30,Prof-school,White,Male
22-30,Assoc-voc,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Bachelors,White,Female
<18,Bachelors,White,Male
22-30,Assoc-voc,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-voc,Amer-Indian-Eskimo,Female
22-30,Some-college,White,Male
22-30,Some-college,White,Female
22-30,Prof-school,White,Male
22-30,Bachelors,Black,Female
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,7th-8th,White,Male
22-30,HS-grad,White,Male
22-30,HS-grad,White,Male
22-30,Assoc-acdm,White,Male
22-30,HS-grad,White,Male
22-30,Bachelors,White,Male
22-30,Some-college,White,Male
22-30,HS-grad,White,Male
22-30,Some-college,Amer-Indian-Eskimo,Female
22-30,9th,Black,Male
22-30,Some-college,Black,Male
22-30,Assoc-acdm,Black,Female
22-30,HS-grad,White,Male
22-30,7th-8th,White,Male
22-30,HS-grad,Black,Female
22-30,Bachelors,White,Female
22-30,Assoc-acdm,White,Female
22-30,Some-college,Black,Female
22-30,9th,Black,Male
22-30,Some-college,White,Female
22-30,Bachelors,White,Male
